Document Type,Authors,Title,Journal,Year,Citations,Keywords,DOI,Affiliations,References
J,"['Frank, O']",Random multigraphs and aggregated triads with fixed degrees,NETWORK SCIENCE,2018,4,"['multigraph; fixed degrees; edge multiplicity; configuration model;', 'GRAPHS']",10.1017/nws.2017.31,"['Frank, O (corresponding author), Stockholm Univ, Dept Stat, Stockholm, Sweden.']","['[Anonymous], 2006, Elements of information theory']"
J,"['Schaefer, DR']",<i>The coevolution of networks and health Introduction to the Special,NETWORK SCIENCE,2017,4,['BEHAVIOR DYNAMICS; SOCIAL NETWORKS; PUBLIC-HEALTH; SELECTION;'],10.1017/nws.2017.24,"['Schaefer, DR (corresponding author), Univ Calif Irvine, Dept Sociol, Irvine, CA 92697 USA.']","['Adams J, 2016, J HEALTH SOC BEHAV, V57, P22, DOI 10.1177/0022146515627848']"
J,"['Ostoic, JAR']",Creating context for social influence processes in multiplex networks,NETWORK SCIENCE,2017,4,"['multiplex networks; network exposure; structural balance; bundle', 'STRUCTURAL BALANCE; COHESION']",10.1017/nws.2016.28,"['Ostoic, JAR (corresponding author), Aarhus Univ, Sch Business & Social Sci, DK-8210 Aarhus V, Denmark.']","['[Anonymous], COMMUNICATIONS SOCIA']"
J,"['Marcum, CS']",Growing-up and coming-out: Are 4-cycles present in adult hetero/gay,NETWORK SCIENCE,2016,4,['EPIDEMIC; NETWORKS'],10.1017/nws.2016.3,"['Marcum, CS (corresponding author), NHGRI, Social Network Methods Sect, Social Behav Res Branch, NIH, Bethesda, MD 20892 USA.']","['Adams J, 2015, NETW SCI, V3, P293, DOI 10.1017/nws.2015.16']"
J,"['Sun, ZY']",Node-independent elementary signaling modes: A measure of redundancy in,NETWORK SCIENCE,2016,4,"['signal transduction network; signaling network; Boolean network;', 'TO-MESENCHYMAL TRANSITION; FUNCTIONAL-ANALYSIS; MOTIFS; TOPOLOGY;']",10.1017/nws.2016.4,"['Sun, ZY (corresponding author), Penn State Univ, Dept Phys, 104 Davey Lab, University Pk, PA 16802 USA.']","['Adelson-Velsky GM, 2002, MATH PROBL ENG, V8, P283, DOI 10.1080/1024123021000050397']"
J,"['Tsai, J']",Friendship networks and sun safety behavior among children,NETWORK SCIENCE,2016,4,"['sun safety; children; peer leaders; social networks; peer influence', 'ADOLESCENT CIGARETTE-SMOKING; SKIN-CANCER PREVENTION; PEER-LED']",10.1017/nws.2016.6,"['Tsai, J (corresponding author), Univ Southern Calif, Keck Sch Med, Dept Prevent Med, Los Angeles, CA 90033 USA.']","['Alexander C, 2001, J ADOLESCENT HEALTH, V29, P22, DOI 10.1016/S1054-139X(01)00210-5']"
J,"['Tao, T']",An improved MCMC algorithm for generating random graphs from constrained,NETWORK SCIENCE,2016,4,['MCMC; adjacency matrix; graph theory; constrained distribution; social'],10.1017/nws.2015.35,"['Tao, T (corresponding author), Def Sci & Technol Org, Edinburgh, SA 5111, Australia.']","['[Anonymous], 1996, SANKHYA INDIAN J S A']"
J,"['Adams, J']",Glee's McKinley High: Following Middle Americas sexual taboos,NETWORK SCIENCE,2015,4,['SOCIAL NETWORKS'],10.1017/nws.2015.16,"['Adams, J (corresponding author), Univ Colorado, Dept Hlth & Behav Sci, Campus Box 188 POB 173364, Denver, CO 80202 USA.']","['Bearman PS, 2004, AM J SOCIOL, V110, P44, DOI 10.1086/386272']"
J,"['Bozzo, E']",Vulnerability and power on networks,NETWORK SCIENCE,2015,4,"['centrality measures; robustness; regularizable graphs; 2-vertex cover;', 'CENTRALITY']",10.1017/nws.2015.8,"['Bozzo, E (corresponding author), Univ Udine, Dept Math & Comp Sci, I-33100 Udine, Italy.']","['[Anonymous], 1994, Imperfections and Behavior in Economic Organizations']"
J,"['Ragozini, G']",Multiple factor analysis for time-varying two-mode networks,NETWORK SCIENCE,2015,4,"['multiple factor analysis; multiple correspondence analysis; two-mode', 'PRINCIPAL COMPONENT ANALYSIS; AFFILIATION; SOFTWARE; DYNAMICS; MODELS']",10.1017/nws.2015.5,"['Ragozini, G (corresponding author), Univ Naples Federico II, Dept Polit Sci, Naples, Italy.']","['Abascal E, 2006, STAT SOC BEHAV SCI, P351']"
J,"['Watts, JKM']",Supple networks: Preferential attachment by diversity in nascent social,NETWORK SCIENCE,2014,4,"['social networks; complex networks; diversity; resilience; preferential', 'INTERORGANIZATIONAL COLLABORATION; TECHNOLOGICAL DISCONTINUITIES;']",10.1017/nws.2014.21,"['Watts, JKM (corresponding author), Univ Arizona, Eller Coll Management, Tucson, AZ 85721 USA.']","['Albert R, 2000, NATURE, V406, P378, DOI 10.1038/35019019']"
J,"['Gerdes, LM']",MAPPing dark networks: A data transformation method to study clandestine,NETWORK SCIENCE,2014,4,"['dark networks; data-transformation; projection; multi; modal networks;', 'CENTRALITY']",10.1017/nws.2014.8,"['Gerdes, LM (corresponding author), US Mil Acad, Dept Behav Sci & Leadership, West Point, NY 10996 USA.']","['[Anonymous], SOCIAL NETWORKS HLTH']"
J,"['Watts, A']",The influence of social networks and homophily on correct voting,NETWORK SCIENCE,2014,4,['social networks; correct voting; homophily'],10.1017/nws.2014.1,"['Watts, A (corresponding author), Southern Illinois Univ, Dept Econ, Carbondale, IL 62901 USA.']","['Acemoglu D, 2010, GAME ECON BEHAV, V70, P194, DOI 10.1016/j.geb.2010.01.005']"
J,"['Arena, G']",How fast do we forget our past social interactions? Understanding memory,NETWORK SCIENCE,2023,3,"['relational event model; social network analysis; network dynamics;', 'TEMPORAL DYNAMICS; NETWORKS']",10.1017/nws.2023.5,"['Arena, G (corresponding author), Tilburg Univ, Tilburg Sch Social & Behav Sci, Dept Methodol & Stat, Tilburg, Netherlands.']","['Amati V, 2019, SOC NETWORKS, V57, P18, DOI 10.1016/j.socnet.2018.10.001']"
J,"['Neal, ZP']",The duality of networks and groups: Models to generate two-mode networks,NETWORK SCIENCE,2023,3,"['bipartite; Blau space; generative model; group formation; organizations;', 'NICHE; DIMENSIONALITY; DYNAMICS; ECOLOGY; SPACE']",10.1017/nws.2023.3,"['Neal, ZP (corresponding author), Michigan State Univ, E Lansing, MI 48824 USA.', 'CHANGE, V13, P263, DOI 10.1093/icc/13.1.263']","['Backstrom Lars, 2006, P 12 ACM SIGKDD INT, P44, DOI DOI 10.1145/1150402.1150412']"
J,"['Haunss, S']",Multimodal mechanisms of political discourse dynamics and the case of,NETWORK SCIENCE,2023,3,"['dynamic network actor models; discourse networks; multimodal networks;', 'NETWORK ANALYSIS; FRAMEWORK; BROKERAGE; COVERAGE; MODELS; NEWS']",10.1017/nws.2022.31,"['Haunss, S (corresponding author), Univ Bremen, Bremen, Germany.']","['Amati V, 2019, SOC NETWORKS, V57, P18, DOI 10.1016/j.socnet.2018.10.001']"
J,"['Lungeanu, A']","Diversity, networks, and innovation: A text analytic approach to",NETWORK SCIENCE,2023,3,"['inventor networks; network science; text analytics; innovation; patent', 'TEAM PERFORMANCE; DEMOGRAPHIC DIVERSITY; SCIENTIFIC TEAMS; KNOWLEDGE;']",10.1017/nws.2022.34,"['Lungeanu, A (corresponding author), Northwestern Univ, Evanston, IL 60208 USA.', 'CHANGE, V22, P1629, DOI 10.1093/icc/dtt001']","['Abstracts from The Academy of Breastfeeding Medicine, 2015, BREASTFEED MED, V10, pS1']"
J,"['Giroire, F']",Preferential attachment hypergraph with high modularity,NETWORK SCIENCE,2022,3,"['complex network; hypergraph; preferential attachment; modularity', 'GRAPH MODEL; NETWORKS']",Investments in the,"['Sulkowska, M (corresponding author), Univ Cote Azur, CNRS, I3S, Inria, Nice, France.; Sulkowska, M (corresponding author), Wroclaw Univ Sci & Technol, Dept Fundamentals Comp Sci, Wroclaw, Poland.']","['Aiello W, 2008, INTERNET MATH, V5, P175, DOI 10.1080/15427951.2008.10129305']"
J,"['Bläsius, T']",Efficiently generating geometric inhomogeneous and hyperbolic random,NETWORK SCIENCE,2022,3,['hyperbolic random graphs; geometric inhomogeneous random graph'],10.1017/nws.2022.32,"['Weyand, C (corresponding author), Karlsruhe Inst Technol, Karlsruhe, Germany.']","['AHRENS JH, 1985, ACM T MATH SOFTWARE, V11, P157, DOI 10.1145/214392.214402']"
J,"['Smith, M']",Understanding collaboration patterns on funded research projects: A,NETWORK SCIENCE,2023,3,"['collaboration; knowledge exchange; ERGM; research council; UK', 'NETWORK, V72', 'UNIVERSITY-INDUSTRY COLLABORATION; INTERORGANIZATIONAL COLLABORATION;']",10.1017/nws.2022.33,"['Smith, M (corresponding author), Edinburgh Napier Univ, Business Sch, Edinburgh, Scotland.', 'CHANGE, V24, P251, DOI 10.1093/icc/dtu011', 'CHANGE, V20, P253, DOI 10.1093/icc/dtq073']","['Abreu M, 2016, SMALL BUS ECON, V47, P695, DOI 10.1007/s11187-016-9754-5']"
J,"['Molter, H']",Isolation concepts applied to temporal clique enumeration,NETWORK SCIENCE,2021,3,"['community detection; dense subgraphs; social network analysis;', 'MAXIMAL CLIQUES; PARAMETERIZED COMPLEXITY']",10.1017/nws.2020.38,"['Molter, H (corresponding author), TU Berlin, Fac 4, Algorithm & Computat Complex, Berlin, Germany.']","['[Anonymous], 2006, TEXT THEORET COMP S']"
J,"['Wilkerson, GJ']",Logic and learning in network cascades,NETWORK SCIENCE,2021,3,"['percolation; critical cascades; information cascade; information', 'WEB CONFERENCE 2018 (WWW 2018), P1435, DOI 10.1145/3184558.3191590', 'CRITICALITY; PERCOLATION; DYNAMICS; MODELS']",10.1017/nws.2021.3,"['Wilkerson, GJ (corresponding author), Univ Surrey, Guildford GU2 7XH, Surrey, England.']","['Altafini C, 2013, IEEE T AUTOMAT CONTR, V58, P935, DOI 10.1109/TAC.2012.2224251']"
J,"['McSweeney, JK']",Single-seed cascades on clustered networks,NETWORK SCIENCE,2021,3,"['cascade process; configuration model; threshold behavior; clustered', 'MODEL']",10.1017/nws.2020.33,"['McSweeney, JK (corresponding author), Rose Hulman Inst Technol, Terre Haute, IN 47803 USA.']","['ADLER J, 1991, PHYSICA A, V171, P453, DOI 10.1016/0378-4371(91)90295-N']"
J,"['Marcum, CS']",The structure of emotional support networks in families affected by,NETWORK SCIENCE,2020,3,"['communal coping; genetic testing; Lynch syndrome; social networks;', 'NONPOLYPOSIS COLORECTAL-CANCER; GENETIC RISK; HEREDITARY; COMMUNICATION;']",10.1017/nws.2020.13,"['Koehly, LM (corresponding author), NHGRI, Social & Behav Res Branch, NIH, Bethesda, MD 20892 USA.']","['Afifi TD, 2006, COMMUN THEOR, V16, P378, DOI 10.1111/j.1468-2885.2006.00275.x']"
J,"['Bakker, SR']",Mobilizing nascent ties: A Qualitative Structural Analysis of,NETWORK SCIENCE,2020,3,"['personal networks; social capital; network resources; Qualitative', 'ORGANIZATIONAL SOCIALIZATION; JOB EMBEDDEDNESS; MANAGEMENT; EMERGENCE;']",10.1017/nws.2020.25,"['Bakker, SR (corresponding author), Radboud Univ Nijmegen, Inst Management Res, Nijmegen, Netherlands.']","['Adler PaulS., 2002, ACAD MANAGE REV, V27, P17, DOI DOI 10.2307/4134367']"
J,"['Perry, BL']",Introduction to the Special Issue on Ego Networks,NETWORK SCIENCE,2020,3,[],10.1017/nws.2020.18,"['McCranie, A (corresponding author), Indiana Univ, Network Sci Inst, Bloomington, IN 47408 USA.']",[]
J,"['Dekker, D']",Transitivity correlation: A descriptive measure of network transitivity,NETWORK SCIENCE,2019,3,"['network transitivity; transitive triples; transitivity covariance;', 'MCMC ALGORITHM; MODELS; TOPOLOGY; DYNAMICS; MATRICES']",10.1017/nws.2019.32,"['Dekker, D (corresponding author), Univ Greenwich, Ctr Business Network Anal, London, England.']","['[Anonymous], 1996, SANKHYA INDIAN J S A']"
J,"['Sewell, DK']",Latent space models for network perception data,NETWORK SCIENCE,2019,3,"['cognitive social structures; latent space network model; network', 'COGNITIVE-SOCIAL STRUCTURES; INFORMANT ACCURACY; POLITICAL LANDSCAPE;']",10.1017/nws.2019.1,"['Sewell, DK (corresponding author), Univ Iowa, Dept Biostat, Iowa City, IA 52242 USA.']","['Aarstad J., 2011, Problems and Perspectives in Management, V9, P63']"
J,"['Abbate, A']",Distance-varying assortativity and clustering of the international trade,NETWORK SCIENCE,2018,3,[],10.1017/nws.2018.16,[],"['Abbate A, 2018, NETW SCI, V6, P517, DOI 10.1017/nws.2018.7']"
J,"['Kovárík, J']",Digit ratio (2D:4D) and social integration: An effect of prenatal sex,NETWORK SCIENCE,2017,3,"['social networks; digit ratio; prenatal androgens; centrality;', 'STRUCTURAL HOLES; FETAL TESTOSTERONE; GENDER-DIFFERENCES; 2ND; BEHAVIOR;']",10.1017/nws.2017.4,"['Kovárík, J (corresponding author), Univ Basque Country, Bilbao, Spain.; Kovárík, J (corresponding author), CERGE EI, Prague, Czech Republic.']","['[Anonymous], 2013, Sex differences in social behavior: A social-role interpretation']"
J,"['Krnc, M']",Closeness centralization measure for two-mode data of prescribed sizes,NETWORK SCIENCE,2016,3,"['centrality; closeness centrality; two-mode data; network; graph; complex', 'NETWORKS; INDEX']",10.1017/nws.2016.14,"['Krnc, M (corresponding author), Univ Primorska, FAMNIT, Koper, Slovenia.']","['BAVELAS A, 1950, J ACOUST SOC AM, V22, P723']"
J,"['Zhan, CJ']",A universal model for growth of user population of products and services,NETWORK SCIENCE,2016,3,"['growth model; network model; decision making; ordinary differential', 'BIOCHEMICAL PATHWAYS; PARAMETER-ESTIMATION; COMPLEX; OPTIMIZATION;']",10.1017/nws.2016.26,"['Zhan, CJ (corresponding author), Hong Kong Polytech Univ, Kowloon, Hong Kong, Peoples R China.']","['Albert R, 2002, REV MOD PHYS, V74, P47, DOI 10.1103/RevModPhys.74.47']"
J,"['Brot, H']",Evolution through bursts: Network structure develops through localized,NETWORK SCIENCE,2016,3,"['homophily; simultaneous events; individual traits; coupling; bursts;', 'SIMILARITY; PREDICTION; DYNAMICS; ACCESS']",10.1017/nws.2016.13,"['Brot, H (corresponding author), Boston Univ, Ctr Polymer Studies, Boston, MA 02215 USA.; Brot, H (corresponding author), Boston Univ, Dept Phys, 590 Commonwealth Ave, Boston, MA 02215 USA.; Brot, H (corresponding author), Northwestern Univ, Kellogg Sch Management, Evanston, IL 60208 USA.']","['Adamic LA, 2000, SCIENCE, V287, DOI 10.1126/science.287.5461.2115a']"
J,"['Anderson, KA']",A model of collaboration network formation with heterogeneous skills,NETWORK SCIENCE,2016,3,"['theoretical models; network formation; degree distribution;', 'SOCIAL NETWORKS; STRATEGIC MODEL; ECONOMICS; FIRM; MANAGEMENT;']",10.1017/nws.2015.33,"['Anderson, KA (corresponding author), Carnegie Mellon Univ, Tepper Sch Business, 5000 Forbes Ave, Pittsburgh, PA 15213 USA.']","['Acedo FJ, 2006, J MANAGE STUD, V43, P957, DOI 10.1111/j.1467-6486.2006.00625.x']"
J,"['De Benedictis, L']","Examining the literature on ""Networks in Space and in Time."" An",NETWORK SCIENCE,2015,3,['CITATION NETWORK; SPECIAL-ISSUE; DYNAMICS'],10.1017/nws.2015.13,"['De Benedictis, L (corresponding author), Univ Macerata, EIEF, Macerata, Italy.']","['Adams J, 2012, SOC NETWORKS, V34, P1, DOI 10.1016/j.socnet.2011.10.007']"
J,"['Górski, PJ']",A general model for how attributes can reduce polarization in social,NETWORK SCIENCE,2023,2,"['Polarization; structural balance; attributes; agent-based model', 'WEB CONFERENCE (WWW 2020), P362, DOI 10.1145/3366423.3380121', 'STRUCTURAL BALANCE; HEIDER BALANCE; IMPACT']",10.1017/nws.2023.13,"['Górski, PJ (corresponding author), Warsaw Univ Technol, Fac Phys, Warsaw, Poland.']","['Agbanusi I, 2018, SIAM J APPL MATH, V78, P193, DOI 10.1137/16M1064106']"
J,"['Bhutani, KR']",Random networks grown by fusing edges via urns,NETWORK SCIENCE,2022,2,"['network; random graph; degree profile; Polya urn; limit law;', 'LIMIT-THEOREMS; MOMENTS']",10.1017/nws.2022.30,"['Kalpathy, R (corresponding author), Catholic Univ Amer, Dept Math, Washington, DC 20064 USA.']","['Abramowitz M., 1972, Applied Mathematics Series']"
J,"['Gusrialdi, A']",Connectivity-preserving distributed algorithms for removing links in,NETWORK SCIENCE,2022,2,['link removal; strongly connected digraph; distributed algorithm;'],10.1017/nws.2022.25,"['Gusrialdi, A (corresponding author), Tampere Univ, Fac Engn & Nat Sci, Pirkanmaa, Finland.']","['Bishop AN, 2011, EPL-EUROPHYS LETT, V95, DOI 10.1209/0295-5075/95/18005']"
J,"['Nagy, M']",Network classification-based structural analysis of real networks and,NETWORK SCIENCE,2022,2,"['complex networks; network models; model calibration; model stability;', ""WEB (WWW'13 COMPANION), P1343"", 'GRAPHS; SELECTION']",10.1017/nws.2022.14,"['Nagy, M (corresponding author), Budapest Univ Technol & Econ, Inst Math, Dept Stochast, Muegyet Rkp 3, H-1111 Budapest, Hungary.']","['Aliakbary S, 2014, 2014 7TH INTERNATIONAL SYMPOSIUM ON TELECOMMUNICATIONS (IST), P464']"
J,"['Karwa, V']",DERGMs: Degeneracy-restricted exponential family random graph models,NETWORK SCIENCE,2022,2,"['network; ERGM; degeneracy; stability; sufficiency', 'NETWORK STRUCTURE; INFERENCE']",10.1017/nws.2022.5,"['Petrovic, S (corresponding author), IIT, Chicago, IL 60616 USA.']","['[Anonymous], 2002, Journal of Social Structure']"
J,"['Carlen, J']",Role detection in bicycle-sharing networks using multilayer stochastic,NETWORK SCIENCE,2022,2,"['stochastic block models; bicycle-sharing networks; multilayer networks;', 'BIKE SHARE; COMMUNITY STRUCTURE; BLOCKMODELS; REDISTRIBUTION;']",10.1017/nws.2021.21,"['Porter, MA (corresponding author), Univ Calif Los Angeles, Dept Math, Los Angeles, CA 90024 USA.; Porter, MA (corresponding author), Santa Fe Inst, Santa Fe, NM 87501 USA.']","['Airoldi EM, 2008, J MACH LEARN RES, V9, P1981']"
J,"['Martin, C']",On the impact of network size and average degree on the robustness of,NETWORK SCIENCE,2021,2,"['centrality measures; measurement error; missing data; robustness', 'WEB, DOI 10.1016/s0169-7552(98)00110-x.', 'WEB, P361, DOI 10.1145/2740908.2745936', ""WEB (WWW'13 COMPANION), P1343"", 'WEB CONFERENCE (WWW 2019), P1332, DOI 10.1145/3308558.3313422', 'MEASUREMENT ERROR; MISSING DATA; COMMUNITY']",10.1017/nws.2020.37,"['Martin, C (corresponding author), Leuphana Univ Luneburg, Inst Informat Syst, D-21335 Luneburg, Germany.']","['Albert R, 2000, NATURE, V406, P378, DOI 10.1038/35019019']"
J,"['Boekhout, HD']",Investigating scientific mobility in co-authorship networks using,NETWORK SCIENCE,2021,2,"['co-authorship networks; scientific mobility; scientific collaboration;', 'COLLABORATION; ORGANIZATION; PATTERNS']",10.1017/nws.2021.12,"['Boekhout, HD (corresponding author), Leiden Univ, Dept Comp Sci LIACS, Leiden, Netherlands.; Boekhout, HD (corresponding author), Leiden Univ, Ctr Sci & Technol Studies CWTS, Leiden, Netherlands.']","['Aman V, 2018, SCIENTOMETRICS, V117, P705, DOI 10.1007/s11192-018-2895-3']"
J,"['Guzman, GEC']",Efficient Laplacian spectral density computations for networks with,NETWORK SCIENCE,2021,2,"['spectral density; Laplacian matrix; normalized Laplacian matrix;', 'NORMALIZED LAPLACIANS; ITERATION METHOD; EIGENVALUES; GRAPHS']",10.1017/nws.2021.10,"['Fujita, A (corresponding author), Univ Sao Paulo, Inst Math & Stat, Dept Comp Sci, Rua Matao 1010, BR-05508090 Sao Paulo, SP, Brazil.']","['Adamic LA, 2001, PHYS REV E, V64, DOI 10.1103/PhysRevE.64.046135']"
J,"['Hajaj, C']",Robust coordination in adversarial social networks: From human behavior,NETWORK SCIENCE,2021,2,"['coordination; social networks; adversaries; agent-based modeling', 'COMPARISON SHOPPING AGENTS; COMMUNICATION; DYNAMICS; COOPERATION;', 'SYSTEMS: COMPUTATION AND CONTROL, P5']",10.1017/nws.2021.5,"['Hajaj, C (corresponding author), Ariel Univ, Dept Ind Engn & Management, Ariel, Israel.; Hajaj, C (corresponding author), Ariel Univ, Cyber Innovat Ctr, Ariel, Israel.']","['Abbas W, 2014, INT SYMP RESIL CONTR']"
J,"['Payne, S']",Diffusion profile embedding as a basis for graph vertex similarity,NETWORK SCIENCE,2021,2,"['similarity function; vertex similarity; diffusion profile; random walks;', 'LINK-PREDICTION; COMPLEX NETWORKS; NERVOUS-SYSTEM; CIRCUIT; KERNELS;', 'D, V13, P1088, DOI 10.1109/43.310898']",10.1017/nws.2021.11,"['Fuller, E (corresponding author), Florida Int Univ, Dept Math & Stat, Miami, FL 33199 USA.']","['Altun Z., 2002, HDB C ELEGANS ANATOM']"
J,"['Mattie, H']",Edge overlap in weighted and directed social networks,NETWORK SCIENCE,2021,2,"['edge overlap; weighted networks; directed networks; social networks;', 'COLLECTIVE DYNAMICS']",10.1017/nws.2020.49,"['Mattie, H (corresponding author), Harvard Univ, Dept Biostat, Boston, MA 02115 USA.']","['[Anonymous], 2005, Models Methods Soc. Netw. Anal., DOI [10.1017/CBO9780511811395.006, DOI 10.1017/CBO9780511811395.006]']"
J,"['Nooraie, RY']",A fused mixed-methods approach to thematic analysis of personal,NETWORK SCIENCE,2021,2,"['network analysis; mixed methods; typology; ego-networks; caregiver', 'CARE NETWORKS; PEOPLE; INTERVENTION; TYPOLOGIES; BURDEN']",10.1017/nws.2021.4,"['Nooraie, RY (corresponding author), Univ Rochester, Sch Med & Dent, Dept Publ Hlth Sci, 265 Crittenden Blvd,CU 420644, Rochester, NY 14642 USA.']","['Agneessens F, 2006, SOC NETWORKS, V28, P427, DOI 10.1016/j.socnet.2005.10.001']"
J,"['Alós-Ferrer, C']","Imitation, network size, and efficiency",NETWORK SCIENCE,2021,2,"['agent-based models; pareto efficiency; risk dominance; imitation;', 'LOCAL INTERACTION; COORDINATION']",10.1017/nws.2020.43,"['Alós-Ferrer, C (corresponding author), Univ Zurich, Zurich Ctr Neuroecon, Dept Econ, Zurich, Switzerland.']","['Alós-Ferrer C, 2007, GAME ECON BEHAV, V61, P179, DOI 10.1016/j.geb.2007.01.007']"
J,"['Muñoz-Herrera, M']",Collaborative production networks among unequal actors,NETWORK SCIENCE,2021,2,"['collaboration; exchange; inequality; heterogeneity', 'EXCHANGE; POWER; MODEL; DYNAMICS; OUTCOMES']",10.1017/nws.2020.23,"['Muñoz-Herrera, M (corresponding author), New York Univ Abu Dhabi, Abu Dhabi, U Arab Emirates.']","['[Anonymous], 1995, SOCIOLOGICAL PERSPEC']"
J,"['Cann, TJB']",Is it correct to project and detect? How weighting unipartite,NETWORK SCIENCE,2020,2,"['bipartite networks; unpartite projection; community detection; edge', 'NETWORK; MODULARITY; NEWS']",10.1017/nws.2020.11,"['Cann, TJB (corresponding author), Univ Exeter, Coll Engn Math & Phys Sci, Harrison Bldg,Streatham Campus,North Pk Rd, Exeter EX4 4QF, Devon, England.']","['Alzahrani T, 2014, 2014 PROCEEDINGS OF THE IEEE/ACM INTERNATIONAL CONFERENCE ON ADVANCES IN SOCIAL NETWORKS ANALYSIS AND MINING (ASONAM 2014), P890, DOI 10.1109/ASONAM.2014.6921691']"
J,"['Interdonato, R']",Extracting multilayer networks from Sentinel-2 satellite image time,NETWORK SCIENCE,2020,2,"['multilayer network; remote sensing; satellite image time series;', 'MULTISCALE; DYNAMICS; MODEL']",10.1017/nws.2019.58,"['Interdonato, R (corresponding author), CIRAD, UMR TETIS, Maison Teledetect, 500 Rue JF Breton, F-34000 Montpellier, France.; Interdonato, R (corresponding author), Univ Montpellier, UMR TETIS, AgroParisTech, CIRAD,CNRS,IRSTEA, F-34000 Montpellier, France.']","['Baatz M., 2000, Multiresolution Segmentation: an optimization approach for high quality multi-scale image segmentation']"
J,"['Marin, A']",Noting the ties after tying the knot: Photo-based elicitation of,NETWORK SCIENCE,2020,2,"['egocentric networks; network change; longitudinal network data; inactive', 'IMPORTANT MATTERS; NAME GENERATOR; INFORMANT ACCURACY; SOCIAL NETWORKS;']",10.1017/nws.2019.8,"['Marin, A (corresponding author), Univ Toronto, Dept Sociol, Toronto, ON M5S 2J4, Canada.']","['[Anonymous], 2002, J SOCIAL STRUCTURE']"
J,"['Grund, TU', 'PM, 1984, SOC FORCES, V62, P585, DOI 10.2307/2578701']",Some friends matter more than others: BMI clustering among adolescents,NETWORK SCIENCE,2019,2,"['BMI; homophily; adolescents; Europe; public health; sociology; social', 'RANDOM GRAPH MODELS; PHYSICAL-ACTIVITY; SOCIAL NETWORKS; PEER INFLUENCE;']",10.1017/nws.2018.20,"['Grund, TU (corresponding author), Univ Coll Dublin, Sch Sociol, Dublin, Ireland.']","['Achen CH, 2005, POLIT ANAL, V13, P447, DOI 10.1093/pan/mpi033']"
J,"['Behler, R']","Familiar faces, familiar spaces: Social similarity and co-presence in",NETWORK SCIENCE,2018,2,"['social influence; behavioral convergence; non-relational contagion; weak', 'ADOLESCENT SUBSTANCE USE; EATING-DISORDERS; WEIGHT CONTROL; BODY-IMAGE;']",10.1017/nws.2018.12,"['Behler, R (corresponding author), Univ Texas Austin, Populat Res Ctr, Austin, TX 78712 USA.', 'CHANGE, V13, P263, DOI 10.1093/icc/13.1.263']","['Agliata D, 2004, J SOC CLIN PSYCHOL, V23, P7, DOI 10.1521/jscp.23.1.7.26988']"
J,"['Sewell, DK']",Simultaneous and temporal autoregressive network models,NETWORK SCIENCE,2018,2,"['dependence structures; dynamic networks; generalized linear mixed', 'STOCHASTIC BLOCKMODELS; TIME-SERIES; REGRESSION; APPROXIMATION;', 'DAT']",10.1017/nws.2017.36,"['Sewell, DK (corresponding author), Univ Iowa, Dept Biostat, Iowa City, IA 52242 USA.']","['Airoldi EM, 2008, J MACH LEARN RES, V9, P1981']"
J,"['Fotouhi, B']",Temporal evolution of the degree distribution of alters in growing,NETWORK SCIENCE,2018,2,['growing networks; degree correlation; Pearson coefficient; preferential'],10.1017/nws.2017.19,"['Fotouhi, B (corresponding author), Harvard Univ, Program Evolutionary Dynam, Cambridge, MA 02138 USA.; Fotouhi, B (corresponding author), Harvard Univ, Inst Quantitat Social Sci, Cambridge, MA 02138 USA.']","['Albert R, 2000, PHYS REV LETT, V85, P5234, DOI 10.1103/PhysRevLett.85.5234']"
J,"['Leduc, MV']",Strategic investment in protection in networked systems,NETWORK SCIENCE,2017,2,"['network economics; network games; local vs global externalities;', 'SECURITY']",10.1017/nws.2017.1,"['Leduc, MV (corresponding author), Stanford Univ, MS&E, 475 Via Ortega, Stanford, CA 94305 USA.; Leduc, MV (corresponding author), IIASA, Schlosspl 1, A-2361 Laxenburg, Austria.']","['Acemoglu D, 2016, J ECON THEORY, V166, P536, DOI 10.1016/j.jet.2016.09.009']"
J,"['Hayashi, Y']",Asymptotic behavior of the node degrees in the ensemble average of,NETWORK SCIENCE,2016,2,['ensemble average; growing networks; degree distribution; degree-degree'],10.1017/nws.2016.10,"['Hayashi, Y (corresponding author), Japan Adv Inst Sci & Technol, Nomi, Ishikawa, Japan.']","['Albert R, 2000, NATURE, V406, P378, DOI 10.1038/35019019']"
B,"['Barabási, AL']",Network Robustness,NETWORK SCIENCE,2016,2,[],,"['Barabási, AL (corresponding author), Northeastern Univ, Network Sci, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Northeastern Univ, Ctr Complex Network Res, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Harvard Med Sch, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Cent European Univ, Budapest, Hungary.']",[]
B,"['Barabási, AL']",Communities,NETWORK SCIENCE,2016,2,[],,"['Barabási, AL (corresponding author), Northeastern Univ, Network Sci, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Northeastern Univ, Ctr Complex Network Res, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Harvard Med Sch, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Cent European Univ, Budapest, Hungary.']",[]
