Document Type,Authors,Title,Journal,Year,Citations,Keywords,DOI,Affiliations,References
J,"['Um, MY']","Influence of ""traveling"" youth and substance use behaviors in the social",NETWORK SCIENCE,2016,2,"['homeless youth; travelers; substance use; social networks; sociometric', 'INJECTION-DRUG USERS; YOUNG-ADULTS; EMERGING ADULTS; RISK BEHAVIORS; HIV']",10.1017/nws.2015.32,"['Um, MY (corresponding author), 669 W 34th St, Los Angeles, CA 90089 USA.']","['[Anonymous], 2011, 2011 STAT LOC YOUTH']"
J,"['Gonzaga, FB']",The network structure of mathematical knowledge according to the,NETWORK SCIENCE,2014,2,"['online mathematical libraries; Wikipedia; Math World; DLMF; complex', 'CENTRALITY; INTERNET; GRAPH']",10.1017/nws.2014.20,"['Gonzaga, FB (corresponding author), Univ Fed Alfenas, Ndcleo Ciencia Comp, BR-37130000 Alfenas, MG, Brazil.']","['Albert R, 1999, NATURE, V401, P130, DOI 10.1038/43601']"
J,"['Richards, W']",The evolution and structure of social networks,NETWORK SCIENCE,2014,2,"['network evolution; preferential attachment; social networks; degree', 'COMMUNITY STRUCTURE; CENTRALITY; MODEL']",10.1017/nws.2014.24,"['Richards, W (corresponding author), MIT, CSAIL 32 364, Cambridge, MA 02139 USA.']","['Adamic L. A., 2005, P WWW 2005 WORKSH 5']"
J,"['Meylahn, BV']",Opinion dynamics beyond social influence,NETWORK SCIENCE,2024,1,"['Opinion dynamics; multi-agent learning; social influence; agent-based', 'MAJORITY DYNAMICS; CONVERGENCE; DIFFUSION; TUTORIAL; NETWORKS; MODELS;']",10.1017/nws.2024.14,"['Meylahn, BV (corresponding author), Univ Amsterdam, Korteweg de Vries Inst Math, Amsterdam, Netherlands.']","['AJZEN I, 1991, ORGAN BEHAV HUM DEC, V50, P179, DOI 10.1016/0749-5978(91)90020-T', 'PHYS, V20, P275, DOI 10.1016/j.crhy.2019.05.004']"
J,"['Neal, JW']",Methodological moderators of average outdegree centrality: A,NETWORK SCIENCE,2024,1,"['Children; adolescents; social network; friendship; outdegree;', 'NAME ORDER']",10.1017/nws.2024.2,"['Neal, JW (corresponding author), Michigan State Univ, Dept Psychol, E Lansing, MI 48824 USA.']","['Adams J., 2020, Gathering social network data']"
J,"['Aguiar, I', 'PM, 1977, AM J SOCIOL, V83, P26']",The latent cognitive structures of social networks,NETWORK SCIENCE,2024,1,"['Cognitive social structures; social cognition; multilayer networks;', 'INFORMANT ACCURACY; PERCEPTIONS; LANDSCAPE; SCHEMAS']",10.1017/nws.2024.7,"['Aguiar, I (corresponding author), Stanford Univ, Inst Computat & Math Engn, Stanford, CA 94305 USA.']","['Aguiar I, 2024, Arxiv, DOI arXiv:2206.01804']"
J,"['Neal, ZP']",When can networks be inferred from observed groups?,NETWORK SCIENCE,2024,1,"['Backbone; bipartite; indirect measurement; inference; simulation;', 'DYNAMICS']",10.1017/nws.2024.6,"['Neal, ZP (corresponding author), Michigan State Univ, E Lansing, MI 48824 USA.']","['Adams J., 2020, Gathering social network data']"
J,"['Yanchenko, E']",A generalized hypothesis test for community structure in networks,NETWORK SCIENCE,2024,1,"['Assortative mixing; bootstrap; community detection; random graphs', 'MODELS']",10.1017/nws.2024.1,"['Yanchenko, E (corresponding author), North Carolina State Univ, Dept Stat, Raleigh, NC 27607 USA.']","['Athreya A., 2017, J. Mach. Learn. Res., V18, P8393']"
J,"['Pham, HTD']",Automated detection of edge clusters via an overfitted mixture prior,NETWORK SCIENCE,2024,1,"['Clustering; community detection; network analysis; overfitted mixture', 'COMMUNITY DETECTION; BAYESIAN-ANALYSIS; UNKNOWN NUMBER; MODEL;']",10.1017/nws.2023.22,"['Pham, HTD (corresponding author), Univ Iowa, Iowa City, IA 52242 USA.']","['Ahn YY, 2010, NATURE, V466, P761, DOI 10.1038/nature09182']"
J,"['Sziklai, BR']",Audience selection for maximizing social influence,NETWORK SCIENCE,2024,1,"['Influence maximization; sum of ranking differences; innovation', 'INFLUENCE MAXIMIZATION; CENTRALITY MEASURE; NETWORKS']",10.1017/nws.2023.23,"['Sziklai, BR (corresponding author), Inst Econ & Reg Stud, HUN REN Ctr Econ, Budapest, Hungary.; Sziklai, BR (corresponding author), Corvinus Univ Budapest, Dept Operat Res & Actuarial Sci, Budapest, Hungary.']","['Andric FL, 2018, J CHEMOMETR, V32, DOI 10.1002/cem.3050']"
J,"['Tomlinson, K']",Graph-based methods for discrete choice,NETWORK SCIENCE,2024,1,"['Discrete choice; social networks; graph learning', 'WEB CONFERENCE (WWW 2019), P263, DOI 10.1145/3308558.3313748', 'WEB CONFERENCE (WWW 2019), P1409, DOI 10.1145/3308558.3313662', 'SOCIAL-INFLUENCE; MULTINOMIAL LOGIT; PROBIT MODEL; DETERMINANTS;']",10.1017/nws.2023.20,"['Tomlinson, K (corresponding author), Cornell Univ, Ithaca, NY 14850 USA.']","['Aharony N, 2011, PERVASIVE MOB COMPUT, V7, P643, DOI 10.1016/j.pmcj.2011.09.004']"
J,"['Stein, J']",Limited evidence for structural balance in the family,NETWORK SCIENCE,2023,1,"['Structural balance; nuclear family network; family relationships; panel', 'PARENT-CHILD RELATIONSHIP; MARITAL QUALITY; SOCIAL BALANCE; CONFLICT;']",10.1017/nws.2023.15,"['Stein, J (corresponding author), Univ Groningen, Fac Social & Behav Sci, Groningen, Netherlands.']","['Abell P., 2015, International Encyclopedia of the Social & Behavioral Sciences, V2nd, P605']"
J,"['Rastelli, R']",Continuous latent position models for instantaneous interactions,NETWORK SCIENCE,2023,1,"['Latent position models; dynamic networks; non-homogeneous Poisson', 'WEB CONFERENCE (WWW 2019), P829, DOI 10.1145/3308558.3313633', 'STOCHASTIC BLOCK MODEL; SPACE MODELS; NETWORKS; MAXIMIZATION; EXTENSION']",10.1017/nws.2023.14,"['Rastelli, R (corresponding author), Univ Coll Dublin, Sch Math & Stat, Dublin, Ireland.']","['[Anonymous], 2021, CLPM GITHUB REP']"
J,"['Morrison, M']",Transitions between peace and systemic war as bifurcations in a signed,NETWORK SCIENCE,2023,1,"['social networks; political networks; complex systems; nonlinear', 'STRUCTURAL BALANCE; INTERNATIONAL SYSTEM; ALLIANCE PATTERNS; HEIDER', 'SJ, 1987, INT INTERACTIONS, V0014']",10.1017/nws.2023.10,"['Morrison, M (corresponding author), NYU, Dept Math, New York, NY 10012 USA.; Gabbay, M (corresponding author), Univ Washington, Appl Phys Lab, Seattle, WA 98105 USA.']","['[Anonymous], 2010, Networks: An Introduction, DOI DOI 10.1093/ACPROF:OSO/9780199206650.001.0001']"
J,"['Renshaw, SL']",Modeling complex interactions in a disrupted environment: Relational,NETWORK SCIENCE,2023,1,"['relational event models; simulation study; communication dynamics;', 'COMMUNICATION; DISASTER; BEHAVIOR; PARTICIPATION; FIRE']",10.1017/nws.2023.4,"['Butts, CT (corresponding author), Univ Calif Irvine, Irvine, CA 92697 USA.']","['ABE K, 1976, MASS EMERGENCIES, V1, P119']"
J,"['Gyorgy, A']",Segregated mobility patterns amplify neighborhood disparities in the,NETWORK SCIENCE,2023,1,"['COVID-19; SEIR; mobility networks; inequality; segregation', 'UNITED-STATES', '19 CAS TESTS D', '19 HIST DAT ZI']",10.1017/nws.2023.6,"['Makovi, K (corresponding author), New York Univ Abu Dhabi, Social Sci Div, Abu Dhabi, U Arab Emirates.']","['Acevedo-Garcia D, 2000, SOC SCI MED, V51, P1143, DOI 10.1016/S0277-9536(00)00016-2']"
J,"['Reittu, H']",A network community detection method with integration of data from,NETWORK SCIENCE,2023,1,"['multiplex networks; community detection; information criteria; power-law', 'RANDOM GRAPHS; CONSISTENCY; DISTANCES; RATES']",10.1017/nws.2023.2,"['Reittu, H (corresponding author), VTT Tech Res Ctr Finland, Espoo, Finland.']","['Abbe E, 2018, FOUND TRENDS COMMUN, V14, P1, DOI 10.1561/0100000067']"
J,"['De Stefano, D']",Quality issues in co-authorship data of a national scientific community,NETWORK SCIENCE,2023,1,"['bibliographic archives; IRIS; web scraping; data management; data', 'RESEARCH COLLABORATION; GENDER-DIFFERENCES; NETWORKS; TEAMS']",10.1017/nws.2022.40,"['Vitale, MP (corresponding author), Univ Salerno, Dept Polit & Social Studies, Fisciano, SA, Italy.']","['Abel GJ, 2019, EUR J POPUL, V35, P543, DOI 10.1007/s10680-018-9493-1']"
J,"['Fritz, C']",All that glitters is not gold: Relational events models with spurious,NETWORK SCIENCE,2023,1,"['data augmentation; longitudinal network analysis; relational event', 'NETWORK ANALYSIS; MAXIMUM-LIKELIHOOD; REGRESSION; DISTRIBUTIONS;']",10.1017/nws.2022.22,"['Fritz, C (corresponding author), Ludwig Maximilians Univ Munchen, Dept Stat, Munich, Germany.']","['[Anonymous], 2011, Advances in Neural Information Processing Systems']"
J,"['Leinwand, B']",Block dense weighted networks with augmented degree correction,NETWORK SCIENCE,2022,1,"['dense networks; weighted networks; degree corrected block model;', 'COMMUNITY DETECTION; BOOTSTRAP']",10.1017/nws.2022.23,"['Pipiras, V (corresponding author), Univ North Carolina Chapel Hill, Chapel Hill, NC 27599 USA.']","['Aicher C, 2015, J COMPLEX NETW, V3, P221, DOI 10.1093/comnet/cnu026']"
J,"['Edgerton, JF']",How teams adapt to exogenous shocks: Experimental evidence with node,NETWORK SCIENCE,2022,1,"['exogenous shocks; teamwork; communication; resiliency; adaptation; node', 'SOCIAL NETWORKS PROMOTE; COLONEL-BLOTTO; PERFORMANCE; RESILIENCE;']",10.1017/nws.2022.26,"['Edgerton, JF (corresponding author), Univ Texas Dallas, Sch Econ Polit & Policy Sci, Richardson, TX 75083 USA.']","['Abbasi A, 2014, LIBR INFORM SCI RES, V36, P66, DOI 10.1016/j.lisr.2013.08.001']"
J,"['Pardo-Diaz, J']",Generating weighted and thresholded gene coexpression networks using,NETWORK SCIENCE,2022,1,"['gene expression; robustness; weighted networks; correlation', 'DISCOVERY; ORGANIZATION; ASSOCIATION; EXPRESSION']",10.1017/nws.2022.13,"['Reinert, G (corresponding author), Univ Oxford, Dept Stat, Oxford OX1 3LB, England.']","['Bar-Joseph Z, 2003, NAT BIOTECHNOL, V21, P1337, DOI 10.1038/nbt890']"
J,"['Li, MZ']",Consensus embedding for multiple networks: Computation and applications,NETWORK SCIENCE,2022,1,"['consensus embedding; dimensionality reduction methods; link prediction', 'WEB (WWW 2015), P1067, DOI 10.1145/2736277.2741093', 'SETS']",10.1017/nws.2022.17,"['Li, MZ (corresponding author), Case Western Reserve Univ, Dept Comp & Data Sci, Cleveland, OH 44106 USA.']","['Ahmed N. K., 2019, P DLG KDD, P17']"
J,"['Sweet, TM']",A hierarchical latent space network model for mediation,NETWORK SCIENCE,2022,1,"['social network models; mediation analysis; Bayesian', 'SOCIAL NETWORKS; GRAPHS']",10.1017/nws.2022.12,"['Sweet, TM (corresponding author), Univ Maryland, College Pk, MD 20742 USA.']","['An WH, 2018, SOCIOL METHODOL, V48, P152, DOI 10.1177/0081175018785216']"
J,"['Wasserman, S']",Editors' Note,NETWORK SCIENCE,2022,1,[],10.1017/nws.2022.8,"['Wasserman, S (corresponding author), Indiana Univ, Bloomington, IN 47405 USA.']","['Block P., 2022, NETW SCI, V10, P2, DOI 10.1017/nws.2022.6']"
J,"['Spencer, NA']",Faster MCMC for Gaussian latent position network models,NETWORK SCIENCE,2022,1,"['Hamiltonian Monte Carlo; network data; firefly Monte Carlo; latent space', 'HAMILTONIAN MONTE-CARLO; INFERENCE']",10.1017/nws.2022.1,"['Spencer, NA (corresponding author), Harvard Univ, Boston, MA 02115 USA.']","['Airoldi EM, 2008, J MACH LEARN RES, V9, P1981']"
J,"['Kevork, S']",Iterative estimation of mixed exponential random graph models with nodal,NETWORK SCIENCE,2021,1,"['exponential random graph models; random effects; generalized linear', 'LIKELIHOOD-ESTIMATION; MAXIMUM-LIKELIHOOD; FAMILY; INFORMATION;']",10.1017/nws.2021.22,"['Kevork, S (corresponding author), Ludwig Maximilians Univ Munchen, Inst Stat, Munich, Germany.']","['AKAIKE H, 1974, IEEE T AUTOMAT CONTR, VAC19, P716, DOI 10.1109/TAC.1974.1100705']"
J,"['Mathieu, C']",Large very dense subgraphs in a stream of edges,NETWORK SCIENCE,2021,1,"['dense subgraphs; clustering; streaming; probabilistic analysis; random', 'WEB (WWW 2015), P300, DOI 10.1145/2736277.2741638', 'RANDOM GRAPH; STATISTICS; NETWORKS']",10.1017/nws.2021.17,"['de Rougemont, M (corresponding author), IRIF, Paris, France.; de Rougemont, M (corresponding author), Univ Paris II, Paris, France.']","['Aggarwal CC, 2010, ADV DATABASE SYST, V40, P1, DOI 10.1007/978-1-4419-6045-0']"
J,"['Horn, P']",Gradient and Harnack-type estimates for PageRank,NETWORK SCIENCE,2021,1,"['PageRank; discrete curvature; random walks; gradient estimate', 'INEQUALITY; KERNEL; GRAPHS']",10.1017/nws.2020.34,"['Nelsen, LM (corresponding author), Univ Indianapolis, Indianapolis, IN 46227 USA.']","['ALON N, 1986, COMBINATORICA, V6, P83, DOI 10.1007/BF02579166']"
J,"['Fitzhugh, SM', 'P, 1993, J PERS SOC PSYCHOL, V65, P546, DOI 10.1037/0022-3514.65.3.546']",Cognition and communication: situational awareness and tie preservation,NETWORK SCIENCE,2020,1,"['organizations; communication; network dynamics; disaster; situational', 'SOCIAL NETWORK SIZE; NEOCORTEX SIZE; TEAM PROCESSES; KNOWLEDGE;']",10.1017/nws.2020.15,"['Fitzhugh, SM (corresponding author), US Army, Res Lab, Washington, DC 20310 USA.']","['Ahuja G, 2000, ADMIN SCI QUART, V45, P425, DOI 10.2307/2667105']"
J,"['Klimm, F']",Commentary: A network science summer course for high-school students,NETWORK SCIENCE,2020,1,['outreach; mathematics; physics; summer course; teaching'],10.1017/nws.2020.12,"['Klimm, F (corresponding author), Univ Oxford, Oxford Ctr Ind & Appl Math, Math Inst, Oxford OX2 6GG, England.; Klimm, F (corresponding author), Univ Oxford, Dept Stat, 24-29 St Giles, Oxford OX1 3LB, England.; Klimm, F (corresponding author), Imperial Coll London, Dept Math, London SW7 2AZ, England.; Klimm, F (corresponding author), Univ Cambridge, MRC Mitochondrial Biol Unit, Cambridge Biomed Campus Hills Rd, Cambridge CB2 0XY, England.']","['[Anonymous], 1959, NUMER MATH, DOI [10.1007/BF01386390, DOI 10.1007/BF01386390]']"
J,"['Aas, K']",The evolution of a mobile payment solution network,NETWORK SCIENCE,2019,1,['mobile payment solution; network evolution; preferential attachment;'],10.1017/nws.2019.5,"['Aas, K (corresponding author), Norwegian Comp Ctr, POB 114, N-0314 Oslo, Norway.']","['[Anonymous], P 12 ANN C GEN EV CO']"
J,"['Beacom, AM']",Tenure trumps title: Assessing the Logic of informant selection in,NETWORK SCIENCE,2019,1,"['inter-organizational network; informant; data collection; research', 'LONGITUDINAL DATA-ANALYSIS; POWER; COLLABORATION; FOUNDATIONS;']",10.1017/nws.2019.26,"['Beacom, AM (corresponding author), Boston Coll, Chestnut Hill, MA 02167 USA.; Beacom, AM (corresponding author), Univ Southern Calif, Los Angeles, CA 90089 USA.']","['Alker H.R., 1969, QUANTITATIVE ECOLOGI']"
J,"['Boldi, P']","Rank monotonicity in centrality measures (vol 5, pg 529, 2017)",NETWORK SCIENCE,2019,1,['centrality; network analysis; rank monotonicity'],10.1017/nws.2019.11,"['Vigna, S (corresponding author), Univ Milan, Dipartimento Informat, Milan, Italy.']","['Boldi P, 2017, NETW SCI, V5, P529, DOI 10.1017/nws.2017.21']"
J,"['Xu, EHW']",Efficient detection of communities with significant overlaps in,NETWORK SCIENCE,2018,1,['community detection; community structure; overlapping community; partial'],10.1017/nws.2017.32,"['Xu, EHW (corresponding author), Chinese Univ Hong Kong, Dept Phys, Shatin, Hong Kong, Peoples R China.']","['Ahn YY, 2010, NATURE, V466, P761, DOI 10.1038/nature09182']"
J,"['Chu, KH']",Coding communications across time: Documenting changes in interaction,NETWORK SCIENCE,2017,1,"['diffusion; content analysis; online activism; global tobacco control', 'GLOBAL TOBACCO CONTROL; FRAMEWORK CONVENTION; DIFFUSION']",10.1017/nws.2017.28,"['Chu, KH (corresponding author), Univ Pittsburgh, Ctr Res Media Technol & Hlth, 230 McKee Pl Suite 600, Pittsburgh, PA 15213 USA.']","['Anderson L., 2011, FOREIGN AFFAIRS, V90']"
B,"['Barabási, AL']",Network Science Preface,NETWORK SCIENCE,2016,1,[],,"['Barabási, AL (corresponding author), Northeastern Univ, Network Sci, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Northeastern Univ, Ctr Complex Network Res, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Harvard Med Sch, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Cent European Univ, Budapest, Hungary.']",[]
B,"['Barabási, AL']",Network Science Introduction,NETWORK SCIENCE,2016,1,[],,"['Barabási, AL (corresponding author), Northeastern Univ, Network Sci, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Northeastern Univ, Ctr Complex Network Res, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Harvard Med Sch, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Cent European Univ, Budapest, Hungary.']",[]
J,"['Henry, AD']","Homophily, influence and the decay of segregation in self-organizing",NETWORK SCIENCE,2016,1,"['network dynamics; network segregation; community structure; homophily;', 'COMMUNITY STRUCTURE; EMERGENCE; COEVOLUTION; MODEL']",10.1017/nws.2016.1,"['Henry, AD (corresponding author), Univ Arizona, Sch Govt & Publ Policy, Tucson, AZ USA.; Mitsche, D (corresponding author), Univ Nice Sophia Antipolis, Lab JA Dieudonne, Parc Valrose, F-06108 Nice 02, France.; Pralat, P (corresponding author), Ryerson Univ, Dept Math, Toronto, ON, Canada.']","['Aiello W, 2008, INTERNET MATH, V5, P175, DOI 10.1080/15427951.2008.10129305']"
J,"['Hollanders, R']",Data-driven traffic and diffusion modeling in peer-to-peer networks: A,NETWORK SCIENCE,2014,1,['peer-to-peer networks; big data; spreading phenomena; Markov chains; SIR'],10.1017/nws.2014.23,"['Hollanders, R (corresponding author), Univ Catholic Louvain, UCLouvain, INMA, Ave G Lematre 4, B-1348 Louvain La Neuve, Belgium.']","['Andersson H., 2000, Lecture Notes in Statistics, V151']"
J,"['Bedowska-Sójka, B']",Has bitcoin been dethroned too quickly? The cryptocurrency return,NETWORK SCIENCE,2024,0,['Cryptocurrency; network; distance; centrality; ranking; TOPSIS; entropy'],10.1017/nws.2024.17,"['Bedowska-Sójka, B (corresponding author), Poznan Univ Econ & Business, Dept Econometr, Poznan, Poland.']","['Ahelegbey DF, 2022, PHYSICA A, V594, DOI 10.1016/j.physa.2022.127017']"
J,"['Boruah, P']",Multilayer network games: A cooperative approach,NETWORK SCIENCE,2024,0,"['Position value; multilayer network game; network allocation rule', 'MODEL']",10.1017/nws.2024.15,"['Kumar, R (corresponding author), Queens Univ Belfast, Queens Business Sch, Belfast, North Ireland.']","['Billand P, 2023, J ECON THEORY, V213, DOI 10.1016/j.jet.2023.105718']"
J,"['Ghosh, CC']","What can we learn about mental health from 10,933 patient lived",NETWORK SCIENCE,2024,0,"['mental illness; narrative; network; conceptualization; nosology', 'DISSOCIATIVE SYMPTOMS; DISORDERS; PTSD; DEPRESSION; PREVALENCE;']",10.1017/nws.2024.10,"['Ghosh, CC (corresponding author), Queens Univ Belfast, Sch Psychol, Belfast, North Ireland.']","['APA, 2013, Diagnostic and statistical manual of mental disorders, V5th, DOI [10.1176/appi.books.9780890425596, DOI 10.1176/APPI.BOOKS.9780890425596]']"
J,"['Neal, ZP']",Recommendations for sharing network data and materials,NETWORK SCIENCE,2024,0,['Ethics; data sharing; guidelines; open access; open data; open science'],10.1017/nws.2024.16,"['Neal, ZP (corresponding author), Michigan State Univ, E Lansing, MI 48824 USA.']","['Bagrow J, 2022, APPL NETW SCI, V7, DOI 10.1007/s41109-022-00514-7']"
J,"['Bläsius, T']",Maximal cliques in scale-free random graphs,NETWORK SCIENCE,2024,0,['maximal cliques; Erdos-Renyi random graphs; Chung-Lu random graphs;'],10.1017/nws.2024.13,"['Katzmann, M (corresponding author), Univ Twente, Fac Elect Engn Math & Comp Sci, Enschede, Netherlands.']","['Bläsius T, 2018, ALGORITHMICA, V80, P2324, DOI 10.1007/s00453-017-0323-3']"
J,"['Brask, JB']",Evolution of cooperation in networks with well-connected cooperators,NETWORK SCIENCE,2024,0,"[""social networks; cooperation; Prisoner's Dilemma; Snowdrift game; games"", 'SOCIAL NETWORK; PRISONERS-DILEMMA; EMERGENCE; STABILITY; DYNAMICS; GAMES']",10.1017/nws.2024.11,"['Brask, JB (corresponding author), Univ Copenhagen, Copenhagen Ctr Social Data Sci SODAS, Copenhagen, Denmark.; Brask, JB (corresponding author), Univ Copenhagen, Dept Biol, Sect Ecol & Evolut, Copenhagen, Denmark.; Brask, JB (corresponding author), Tech Univ Denmark, Dept Appl Math & Comp Sci DTU Compute, Kongens Lyngby, Denmark.']","['Assenza S, 2008, PHYS REV E, V78, DOI 10.1103/PhysRevE.78.017101']"
J,"['Neal, ZP']",The not-so-forbidden triad: Evaluating the assumptions of the Strength,NETWORK SCIENCE,2024,0,"['bridging; diffusion; meta-analysis; Strength of Weak Ties', ""WEB (WWW'13 COMPANION), P1343""]",10.1017/nws.2024.12,"['Neal, ZP (corresponding author), Michigan State Univ, Psychol Dept, E Lansing, MI 48823 USA.']","[""Almquist Z., 2014, Lin Freeman's Network Data Collection""]"
J,"['Tavasoli, A']",The art of interconnections: Achieving maximum algebraic connectivity in,NETWORK SCIENCE,2024,0,"['algebraic connectivity; multilayer networks; convex optimization; graph', 'ALLOCATION; FAILURES; CHAIN; LINKS; GRAPH']",10.1017/nws.2024.9,"['Shakeri, H (corresponding author), Univ Virginia, Sch Data Sci, Charlottesville, VA 22904 USA.']","['Aguirre J, 2014, PHYS REV LETT, V112, DOI 10.1103/PhysRevLett.112.248701']"
J,"['Maldonado, BD']",Guiding prevention initiatives by applying network analysis to systems,NETWORK SCIENCE,2024,0,"['Adverse childhood experiences; adolescent suicide; causal map; node', 'ATTEMPTS ADO', 'INTERPERSONAL THEORY; OBESITY; STRATEGIES; IDEATION; HEALTH; WASTE; RISK', 'MORTAL W, V69, P47, DOI 10.15585/mmwr.su6901a6']",10.1017/nws.2024.8,"['Giabbanelli, PJ (corresponding author), Miami Univ, Dept Comp Sci & Software Engn, Oxford, OH 45056 USA.']","['Adrian LC, 2014, CONF BUS INFORM, P149, DOI 10.1109/CBI.2014.50']"
J,"['Buss, S']",Algorithmic aspects of temporal betweenness,NETWORK SCIENCE,2024,0,"['Network science; network centrality; temporal walks; temporal paths;', 'CENTRALITY; CONNECTIVITY; COMPLEXITY']",10.1017/nws.2024.5,"['Molter, H (corresponding author), Tech Univ Berlin, Algorithm & Computat Complex, Berlin, Germany.; Molter, H (corresponding author), Ben Gurion Univ Negev, Dept Comp Sci, Beer Sheva, Israel.']","['Afrasiabi Rad Amir, 2017, Comput Soc Netw, V4, P5, DOI 10.1186/s40649-017-0041-7']"
J,"['Singh, S']",Generating preferential attachment graphs via a Pólya urn with expanding,NETWORK SCIENCE,2024,0,"['Polya urn; preferential attachment; reinforcement stochastic processes;', 'STATISTICAL-MECHANICS; MODEL; BARABASI; CONNECTIVITY; NETWORKS']",10.1017/nws.2024.3,"['Singh, S (corresponding author), UCL, ICTEAM Inst, Louvain La Neuve, Belgium.']","['ALAJAJI F, 1994, IEEE T INFORM THEORY, V40, P2035, DOI 10.1109/18.340476']"
J,"['Pham, HTD']",Automated detection of edge clusters via an overfitted mixture prior,NETWORK SCIENCE,2024,0,[],10.1017/nws.2024.4,[],"['Pham HTD, 2024, NETW SCI, V12, P88, DOI 10.1017/nws.2023.22']"
J,"['Leventides, J']",Reengineering of interbank networks,NETWORK SCIENCE,2024,0,"['Decision analysis; networks; system dynamics; complexity theory', 'SYSTEMIC RISK; FINANCIAL CONTAGION; ALGORITHM; STABILITY']",10.1017/nws.2023.21,"['Poulios, C (corresponding author), Natl & Kapodistrian Univ Athens, Dept Econ, Athens, Greece.']","['Acemoglu D, 2015, AM ECON REV, V105, P564, DOI 10.1257/aer.20130456']"
J,"['Lorincz, L']",Business transactions and ownership ties between firms,NETWORK SCIENCE,2024,0,"['transaction network; ownership network; multilayer network; network', 'SOCIAL-STRUCTURE; NETWORKS; PERSISTENCE; GEOGRAPHY; GERMANY; VARIETY;']",10.1017/nws.2023.19,"['Lorincz, L (corresponding author), ANet Lab, Ctr Econ & Reg Studies, Inst Econ, Budapest, Hungary.; Lorincz, L (corresponding author), Corvinus Univ Budapest, Corvinus Inst Adv Stud, Budapest, Hungary.; Lorincz, L (corresponding author), Corvinus Univ Budapest, Inst Data Analyt & Informat Syst, NET Lab, Budapest, Hungary.', 'CHANGE, V21, P1307, DOI 10.1093/icc/dts007']","['Alon U, 2007, NAT REV GENET, V8, P450, DOI 10.1038/nrg2102']"
J,"['Adams, J']",Do NBA teams avoid trading within their own division?,NETWORK SCIENCE,2023,0,"['Trade networks; NBA; sports; exponential-family random graph models;', 'PLA', 'SEGREGATION; COMPETITORS; COOPERATION']",10.1017/nws.2023.18,"['Adams, J (corresponding author), Univ Colorado Denver, Denver, CO 80204 USA.']","[""Ahr A., 2018, The NHL's Divisional Trading Taboo: Fact or Myth?""]"
J,"['Kennedy, DP']",Typologies of duocentric networks among low-income newlywed couples,NETWORK SCIENCE,2023,0,"['Duocentric networks; personal networks; marriage; couples; cluster', 'MARITAL SATISFACTION; CONJUGAL NETWORKS; SOCIAL NETWORKS;']",10.1017/nws.2023.16,"['Kennedy, DP (corresponding author), RAND Corp, Santa Monica, CA 90401 USA.']","['Acock A., 1994, FAMILY DIVERSITY WEL']"
J,"['Dondi, R']",Colorful path detection in vertex-colored temporal,NETWORK SCIENCE,2023,0,"['Temporal graphs; graph algorithms; graph mining; heuristics;', 'MOTIFS; GRAPHS']",10.1017/nws.2023.17,"['Dondi, R; Hosseinzadeh, MM (corresponding author), Univ Bergamo, Bergamo, Italy.']","['Abiteboul S., 1997, Proceedings of the Sixteenth ACM SIGACT-SIGMOD-SIGART Symposium on Principles of Database Systems, PODS 1997, P122, DOI 10.1145/263661.263676']"
J,"['Marrs, FW']",Regression of binary network data with exchangeable latent errors,NETWORK SCIENCE,2023,0,"['expectation-maximization; latent variable models; probit regression;', 'ROUND-ROBIN ANALYSIS; LOGISTIC-REGRESSION; EFFECTS MODELS; LIKELIHOOD;']",10.1017/nws.2023.12,"['Marrs, FW (corresponding author), Los Alamos Natl Lab, Los Alamos, NM 87545 USA.']","['Airoldi EM, 2008, J MACH LEARN RES, V9, P1981']"
J,"['Kinnear, RJ']",Exact recovery of Granger causality graphs with unconditional pairwise,NETWORK SCIENCE,OPEN SOURCE SC,0,"['Granger-causality; LASSO regression; sparsity; autoregressive models;', 'NETWORK INFERENCE; MODELS; STABILITY; SELECTION; DYNAMICS; SPARSITY;']",10.1017/nws.2023.11,"['Mazumdar, RR (corresponding author), Univ Waterloo, Elect & Comp Engn, Waterloo, ON, Canada.']","['Ahelegbey DF, 2016, J APPL ECONOMET, V31, P357, DOI 10.1002/jae.2443']"
J,"['Zaytsev, DG']",Introduction to the special issue on scientific networks,NETWORK SCIENCE,2023,0,['collaboration; scientific networks; innovation; bibliometric networks;'],10.1017/nws.2023.7,"['Zaytsev, DG (corresponding author), Univ Notre Dame Tantur, Jerusalem, Israel.']","['CRANE D, 1969, AM SOCIOL REV, V34, P335, DOI 10.2307/2092499']"
