Authors                                      	   Record Count	       % of 1,557
Carolan BV                                   	              1	     0.064
Carrascosa J                                 	              1	     0.064
Carroll C                                    	              1	     0.064
Carvajal CR                                  	              1	     0.064
Casara BGS                                   	              1	     0.064
Casciaro T                                   	              1	     0.064
Casenaz S                                    	              1	     0.064
Casilli AA                                   	              1	     0.064
Casnici N                                    	              1	     0.064
Casse JI                                     	              1	     0.064
Catino M                                     	              1	     0.064
Cattuto C                                    	              1	     0.064
Caudell M                                    	              1	     0.064
Celentano D                                  	              1	     0.064
Ceoldo G                                     	              1	     0.064
Cepic D                                      	              1	     0.064
Cerinsek M                                   	              1	     0.064
Chakrabarti AS                               	              1	     0.064
Chakraborty A                                	              1	     0.064
Chalkley MA                                  	              1	     0.064
Chalmers J                                   	              1	     0.064
Chancey B                                    	              1	     0.064
Chang MY                                     	              1	     0.064
Chang TY                                     	              1	     0.064
Chapus Q                                     	              1	     0.064
Charbonnier F                                	              1	     0.064
Charette Y                                   	              1	     0.064
Charron N                                    	              1	     0.064
Chase ID                                     	              1	     0.064
Chatellet J                                  	              1	     0.064
Chavez S                                     	              1	     0.064
Chawla NV                                    	              1	     0.064
Chen HM                                      	              1	     0.064
Chen TQ                                      	              1	     0.064
Chen Y                                       	              1	     0.064
Chen YG                                      	              1	     0.064
Chen YS                                      	              1	     0.064
Chen YW                                      	              1	     0.064
Cheng C                                      	              1	     0.064
Cheng CL                                     	              1	     0.064
Cheng JT                                     	              1	     0.064
Chepkosade BD                                	              1	     0.064
Chermak SM                                   	              1	     0.064
Chi WH                                       	              1	     0.064
Chiu YW                                      	              1	     0.064
Cho JW                                       	              1	     0.064
Choi MY                                      	              1	     0.064
Chojnacki MK                                 	              1	     0.064
Chou CP                                      	              1	     0.064
Chou P                                       	              1	     0.064
Chowdhury I                                  	              1	     0.064
Christakis N                                 	              1	     0.064
Chu CJ                                       	              1	     0.064
Chu KH                                       	              1	     0.064
Chua DB                                      	              1	     0.064
Chuang WC                                    	              1	     0.064
Chung SWA                                    	              1	     0.064
Churruca K                                   	              1	     0.064
Cillessen AHN                                	              1	     0.064
Cinnirella M                                 	              1	     0.064
Cioroianu I                                  	              1	     0.064
Claeskens G                                  	              1	     0.064
Clark MA                                     	              1	     0.064
Clark TD                                     	              1	     0.064
Clementel D                                  	              1	     0.064
Clifton A                                    	              1	     0.064
Coan T                                       	              1	     0.064
Cobre J                                      	              1	     0.064
Coelho D                                     	              1	     0.064
Coelho FC                                    	              1	     0.064
Cohen CI                                     	              1	     0.064
Cohen J                                      	              1	     0.064
Cohn-schwartz E                              	              1	     0.064
Cointet JP                                   	              1	     0.064
Colditz J                                    	              1	     0.064
Collet F                                     	              1	     0.064
Comulada WS                                  	              1	     0.064
Conti M                                      	              1	     0.064
Contreras D                                  	              1	     0.064
Cook KS                                      	              1	     0.064
Coombs G                                     	              1	     0.064
Corman JS                                    	              1	     0.064
Cormier J                                    	              1	     0.064
Cornwell EY                                  	              1	     0.064
Corradetti R                                 	              1	     0.064
Corradi A                                    	              1	     0.064
Coscia M                                     	              1	     0.064
Cotsonis G                                   	              1	     0.064
Cotton-nessler NC                            	              1	     0.064
Coutinho J                                   	              1	     0.064
Coutinho JA                                  	              1	     0.064
Cowan SK                                     	              1	     0.064
Crick T                                      	              1	     0.064
Crnovrsanin T                                	              1	     0.064
Crossley N                                   	              1	     0.064
Crouch B                                     	              1	     0.064
Crowe JA                                     	              1	     0.064
Cserpes T                                    	              1	     0.064
Cugmas M                                     	              1	     0.064
Cunningham P                                 	              1	     0.064
Curley JP                                    	              1	     0.064
Curtis R                                     	              1	     0.064
Czerniawska D                                	              1	     0.064
Czobor P                                     	              1	     0.064
Côté RR                                      	              1	     0.064
D'esposito MR                                	              1	     0.064
Da Silva CE                                  	              1	     0.064
Dadlani A                                    	              1	     0.064
Dahlander L                                  	              1	     0.064
Dai XY                                       	              1	     0.064
Daludvincent M                               	              1	     0.064
Danchev V                                    	              1	     0.064
Daniels M                                    	              1	     0.064
Danowski JA                                  	              1	     0.064
Darrow WW                                    	              1	     0.064
Dass M                                       	              1	     0.064
David B                                      	              1	     0.064
Davidson KM                                  	              1	     0.064
Davies T                                     	              1	     0.064
Davis GB                                     	              1	     0.064
De Bel V                                     	              1	     0.064
De Bie JL                                    	              1	     0.064
De Cuyper B                                  	              1	     0.064
De Cuyper R                                  	              1	     0.064
De Gioannis E                                	              1	     0.064
De Klepper M                                 	              1	     0.064
De Miguel-luken V                            	              1	     0.064
De Moor S                                    	              1	     0.064
De Poot CJ                                   	              1	     0.064
De Pryck K                                   	              1	     0.064
De Vries H                                   	              1	     0.064
Dechurch L                                   	              1	     0.064
Decorte T                                    	              1	     0.064
Dedeoc S                                     	              1	     0.064
Dederichs K                                  	              1	     0.064
Degraaf PM                                   	              1	     0.064
Deguilhem T                                  	              1	     0.064
Dehdarirad T                                 	              1	     0.064
Del Pozo M                                   	              1	     0.064
Del Prete D                                  	              1	     0.064
Del Valle SY                                 	              1	     0.064
Del Vecchio N                                	              1	     0.064
Del Vicario M                                	              1	     0.064
Delaunay V                                   	              1	     0.064
Delgado-arias S                              	              1	     0.064
Delicado A                                   	              1	     0.064
Demaerschalk E                               	              1	     0.064
Deng Z                                       	              1	     0.064
Denny MJ                                     	              1	     0.064
Desarbo WS                                   	              1	     0.064
Desjarlais DC                                	              1	     0.064
Dev P                                        	              1	     0.064
Dewaal FBM                                   	              1	     0.064
Dhulipalla S                                 	              1	     0.064
Di Tommaso G                                 	              1	     0.064
Di ZR                                        	              1	     0.064
Diermeier D                                  	              1	     0.064
Dietrich N                                   	              1	     0.064
Dijkstra J                                   	              1	     0.064
Dijkstra W                                   	              1	     0.064
Dirkzwager A                                 	              1	     0.064
Dittrich D                                   	              1	     0.064
Diviak T                                     	              1	     0.064
Djibo O                                      	              1	     0.064
Djupe PA                                     	              1	     0.064
Doan L                                       	              1	     0.064
Dogan G                                      	              1	     0.064
Domagalski R                                 	              1	     0.064
Domhoff GW                                   	              1	     0.064
Domini J                                     	              1	     0.064
Donnet S                                     	              1	     0.064
Donninger C                                  	              1	     0.064
Dorshorst E                                  	              1	     0.064
Drouhot LG                                   	              1	     0.064
Du HF                                        	              1	     0.064
Du W                                         	              1	     0.064
Duimering PR                                 	              1	     0.064
Duke AB                                      	              1	     0.064
Dukers-muijrers NHTM                         	              1	     0.064
Dumin M                                      	              1	     0.064
Dunbar R                                     	              1	     0.064
Dunn J                                       	              1	     0.064
Durbin CE                                    	              1	     0.064
Dutta A                                      	              1	     0.064
Díaz JD                                      	              1	     0.064
Eagle DE                                     	              1	     0.064
Eddens K                                     	              1	     0.064
Edelblute H                                  	              1	     0.064
Edelmann A                                   	              1	     0.064
Edgerton J                                   	              1	     0.064
Edling CR                                    	              1	     0.064
Edwards G                                    	              1	     0.064
Effken JA                                    	              1	     0.064
Ehrenfels J                                  	              1	     0.064
Ehrenhard ML                                 	              1	     0.064
El Haddad M                                  	              1	     0.064
Ellemers N                                   	              1	     0.064
Ellersgaard CH                               	              1	     0.064
Elliott P                                    	              1	     0.064
Ellis LAA                                    	              1	     0.064
Ellison N                                    	              1	     0.064
Elon LK                                      	              1	     0.064
Elsas DA                                     	              1	     0.064
Embree J                                     	              1	     0.064
Emery C                                      	              1	     0.064
Emich K                                      	              1	     0.064
Enemark D                                    	              1	     0.064
Engel O                                      	              1	     0.064
Engo-monsen K                                	              1	     0.064
Ennett S                                     	              1	     0.064
Ennett ST                                    	              1	     0.064
Erseghe T                                    	              1	     0.064
Ertem Z                                      	              1	     0.064
Escobar VM                                   	              1	     0.064
Espelage DL                                  	              1	     0.064
Espinosa-rada A                              	              1	     0.064
Espinoza V                                   	              1	     0.064
Esser F                                      	              1	     0.064
Eubank SG                                    	              1	     0.064
Evans JA                                     	              1	     0.064
Everett KD                                   	              1	     0.064
Ezell JM                                     	              1	     0.064
Fabes RA                                     	              1	     0.064
Fagan JM                                     	              1	     0.064
Fan M                                        	              1	     0.064
Fan N                                        	              1	     0.064
Fan Y                                        	              1	     0.064
Faris RW                                     	              1	     0.064
Faulkner RR                                  	              1	     0.064
Fazito D                                     	              1	     0.064
Federo R                                     	              1	     0.064
Feeney MK                                    	              1	     0.064
Feger H                                      	              1	     0.064
Feinberg ME                                  	              1	     0.064
Fellows IE                                   	              1	     0.064
Feng K                                       	              1	     0.064
Feng KS                                      	              1	     0.064
Fennema M                                    	              1	     0.064
Fenner T                                     	              1	     0.064
Fernandes C                                  	              1	     0.064
Ferrara C                                    	              1	     0.064
Ferreira TD                                  	              1	     0.064
Fershtman M                                  	              1	     0.064
Field S                                      	              1	     0.064
Figeac J                                     	              1	     0.064
Filippi-mazzola E                            	              1	     0.064
Finck C                                      	              1	     0.064
Findler NV                                   	              1	     0.064
Finger K                                     	              1	     0.064
Finley E                                     	              1	     0.064
Fisher DR                                    	              1	     0.064
Fitch KV                                     	              1	     0.064
Fitzgerald W                                 	              1	     0.064
Fjeldstad OD                                 	              1	     0.064
Flap HD                                      	              1	     0.064
Flores R                                     	              1	     0.064
Flori A                                      	              1	     0.064
Floyd TM                                     	              1	     0.064
Forastiere L                                 	              1	     0.064
Foreman RK                                   	              1	     0.064
Formanowicz M                                	              1	     0.064
Forney KJ                                    	              1	     0.064
Forse M                                      	              1	     0.064
Forster JJ                                   	              1	     0.064
Foshee VA                                    	              1	     0.064
Foster JG                                    	              1	     0.064
Franceschet M                                	              1	     0.064
Francis B                                    	              1	     0.064
Francis MW                                   	              1	     0.064
Franken R                                    	              1	     0.064
Fransen K                                    	              1	     0.064
Franzen A                                    	              1	     0.064
Frederickson M                               	              1	     0.064
Fredrickson MM                               	              1	     0.064
Freilich JD                                  	              1	     0.064
Frenken K                                    	              1	     0.064
Friedkin N                                   	              1	     0.064
Friedman S                                   	              1	     0.064
Friedman SR                                  	              1	     0.064
Friemel TN                                   	              1	     0.064
Frijters DHM                                 	              1	     0.064
Fruzsina A                                   	              1	     0.064
Fu JS                                        	              1	     0.064
Fuccella V                                   	              1	     0.064
Fuentes A                                    	              1	     0.064
Fuhse JA                                     	              1	     0.064
Fujiwara Y                                   	              1	     0.064
Funk RJ                                      	              1	     0.064
Fernández I                                  	              1	     0.064
Fernández-martínez E                         	              1	     0.064
Flötteröd G                                  	              1	     0.064
Gaisbauer F                                  	              1	     0.064
Gallagher C                                  	              1	     0.064
Gallemore C                                  	              1	     0.064
Gallop M                                     	              1	     0.064
Gao Y                                        	              1	     0.064
Garfein RS                                   	              1	     0.064
Gargiulo F                                   	              1	     0.064
Gatrell A                                    	              1	     0.064
Gatti M                                      	              1	     0.064
Gaudeul A                                    	              1	     0.064
Gautschi T                                   	              1	     0.064
Gava R                                       	              1	     0.064
Gebhard A                                    	              1	     0.064
Gerbasi A                                    	              1	     0.064
Gest S                                       	              1	     0.064
Geyer-schulz A                               	              1	     0.064
Ghawi R                                      	              1	     0.064
Ghinoi S                                     	              1	     0.064
Giannella E                                  	              1	     0.064
Giannetti C                                  	              1	     0.064
Gibson B                                     	              1	     0.064
Gielen S                                     	              1	     0.064
Gile KJ                                      	              1	     0.064
Giles SM                                     	              1	     0.064
Gilles RP                                    	              1	     0.064
Gilmendieta J                                	              1	     0.064
Giommoni L                                   	              1	     0.064
Giordano G                                   	              1	     0.064
Glanville JL                                 	              1	     0.064
Glazer A                                     	              1	     0.064
Godart F                                     	              1	     0.064
Godechot O                                   	              1	     0.064
Golbeck J                                    	              1	     0.064
Goldblatt C                                  	              1	     0.064
Goldman AW                                   	              1	     0.064
Goldstein M                                  	              1	     0.064
Golsefid SMM                                 	              1	     0.064
Gomez CJ                                     	              1	     0.064
Gong MG                                      	              1	     0.064
Gonzales G                                   	              1	     0.064
Gonzalez M                                   	              1	     0.064
Gonzalez-bailon S                            	              1	     0.064
Goodie AS                                    	              1	     0.064
Goodreau SM                                  	              1	     0.064
Goodson-miller MV                            	              1	     0.064
Goolsby R                                    	              1	     0.064
Goritz A                                     	              1	     0.064
Gould P                                      	              1	     0.064
Gould RV                                     	              1	     0.064
Graham AV                                    	              1	     0.064
Graif C                                      	              1	     0.064
Granados FJ                                  	              1	     0.064
Granjon F                                    	              1	     0.064
Grannis R                                    	              1	     0.064
Grant AE                                     	              1	     0.064
Grassi R                                     	              1	     0.064
Green HD                                     	              1	     0.064
Green Hd JR                                  	              1	     0.064
Greenbaum PE                                 	              1	     0.064
Gregori D                                    	              1	     0.064
Griffith J                                   	              1	     0.064
Griffith P                                   	              1	     0.064
Grima M                                      	              1	     0.064
Grippa F                                     	              1	     0.064
Groenewegen PP                               	              1	     0.064
Gromov D                                     	              1	     0.064
Gronow A                                     	              1	     0.064
Gross JH                                     	              1	     0.064
Growiec J                                    	              1	     0.064
Growiec K                                    	              1	     0.064
Gruber E                                     	              1	     0.064
Grund T                                      	              1	     0.064
Gruzd A                                      	              1	     0.064
Gu WW                                        	              1	     0.064
Guadalupi L                                  	              1	     0.064
Guerra AM                                    	              1	     0.064
Guia J                                       	              1	     0.064
Guilarte MG                                  	              1	     0.064
Guille-escuret P                             	              1	     0.064
Guo XX                                       	              1	     0.064
Gutfraind A                                  	              1	     0.064
Gygax AF                                     	              1	     0.064
Gyor AF                                      	              1	     0.064
Giguère C                                    	              1	     0.064
González R                                   	              1	     0.064
González-arangüena E                         	              1	     0.064
González-casado MA                           	              1	     0.064
González-tinoco E                            	              1	     0.064
Gërxhani K                                   	              1	     0.064
Günnemann S                                  	              1	     0.064
Habinek J                                    	              1	     0.064
Hage P                                       	              1	     0.064
Haggerty KL                                  	              1	     0.064
Haider A                                     	              1	     0.064
Haines VA                                    	              1	     0.064
Hall JA                                      	              1	     0.064
Hallinan MT                                  	              1	     0.064
Hallmark CJ                                  	              1	     0.064
Hampton KN                                   	              1	     0.064
Handcock M                                   	              1	     0.064
Hanish LD                                    	              1	     0.064
Hankin C                                     	              1	     0.064
Hanneman R                                   	              1	     0.064
Hanneman RA                                  	              1	     0.064
Hansen D                                     	              1	     0.064
Harries E                                    	              1	     0.064
Harrigan NM                                  	              1	     0.064
Harris P                                     	              1	     0.064
Hart M                                       	              1	     0.064
Hartman K                                    	              1	     0.064
Hartman RL                                   	              1	     0.064
Hasan S                                      	              1	     0.064
Hasegawa-johnson M                           	              1	     0.064
Hatzakis A                                   	              1	     0.064
He YJ                                        	              1	     0.064
Heaney MT                                    	              1	     0.064
Heckathorn DD                                	              1	     0.064
Hedtrich J                                   	              1	     0.064
Heiberger RH                                 	              1	     0.064
Heidergott B                                 	              1	     0.064
Heidler R                                    	              1	     0.064
Heil GH                                      	              1	     0.064
Heinrich T                                   	              1	     0.064
Hellard M                                    	              1	     0.064
Helleringer S                                	              1	     0.064
Hellsten I                                   	              1	     0.064
Hendrick O                                   	              1	     0.064
Hendrickx R                                  	              1	     0.064
Hendriks PHJ                                 	              1	     0.064
Henning C                                    	              1	     0.064
Henwood BF                                   	              1	     0.064
Hernandez EM                                 	              1	     0.064
Hertzberg VS                                 	              1	     0.064
Hethcote HW                                  	              1	     0.064
Hiemstra D                                   	              1	     0.064
Higgins MC                                   	              1	     0.064
Higgins SSS                                  	              1	     0.064
Hilbert M                                    	              1	     0.064
Hildebrand C                                 	              1	     0.064
Hildum DC                                    	              1	     0.064
Hileman J                                    	              1	     0.064
Hirdes JP                                    	              1	     0.064
Hirschman C                                  	              1	     0.064
Hishiyama R                                  	              1	     0.064
Hladik W                                     	              1	     0.064
Ho E                                         	              1	     0.064
Ho HC                                        	              1	     0.064
Hoagland E                                   	              1	     0.064
Hochi A                                      	              1	     0.064
Hoebe CJPA                                   	              1	     0.064
Hoffman B                                    	              1	     0.064
Hoffmann PW                                  	              1	     0.064
Hofstra B                                    	              1	     0.064
Holbert D                                    	              1	     0.064
Holdren AC                                   	              1	     0.064
Holgado D                                    	              1	     0.064
Holland PW                                   	              1	     0.064
Holliday J                                   	              1	     0.064
Holman D                                     	              1	     0.064
Hong CS                                      	              1	     0.064
Hoover R                                     	              1	     0.064
Hoser B                                      	              1	     0.064
Hosnedlova R                                 	              1	     0.064
House M                                      	              1	     0.064
Howard M                                     	              1	     0.064
Howe AC                                      	              1	     0.064
Hox JJ                                       	              1	     0.064
Hoyos JRC                                    	              1	     0.064
Hsiao Y                                      	              1	     0.064
Hsieh YP                                     	              1	     0.064
Htwe NN                                      	              1	     0.064
Hu TH                                        	              1	     0.064
Hu YJ                                        	              1	     0.064
Hua JL                                       	              1	     0.064
Huang G                                      	              1	     0.064
Huang J                                      	              1	     0.064
Huang JP                                     	              1	     0.064
Huang P                                      	              1	     0.064
Huang SY                                     	              1	     0.064
Huang XB                                     	              1	     0.064
Huang Y                                      	              1	     0.064
Huang Z                                      	              1	     0.064
Hubert LJ                                    	              1	     0.064
Huckfeldt R                                  	              1	     0.064
Hughes CE                                    	              1	     0.064
Huhe N                                       	              1	     0.064
Hukin A                                      	              1	     0.064
Hulse D                                      	              1	     0.064
Hundsdorfer S                                	              1	     0.064
Hunter RF                                    	              1	     0.064
Hunter SM                                    	              1	     0.064
Husslage B                                   	              1	     0.064
Hussong A                                    	              1	     0.064
Huszti E                                     	              1	     0.064
Hwang LY                                     	              1	     0.064
Hwang YA                                     	              1	     0.064
Hyman JM                                     	              1	     0.064
Habekothé HT                                 	              1	     0.064
Hedström P                                   	              1	     0.064
Hällsten M                                   	              1	     0.064
Iacovissi L                                  	              1	     0.064
Iannotta M                                   	              1	     0.064
Iannuzzi E                                   	              1	     0.064
Ichino N                                     	              1	     0.064
Ieiri Y                                      	              1	     0.064
Iglesias K                                   	              1	     0.064
Ihli M                                       	              1	     0.064
Ikkink KK                                    	              1	     0.064
Ildefonso G                                  	              1	     0.064
Illenberger J                                	              1	     0.064
Imai H                                       	              1	     0.064
Indlekofer N                                 	              1	     0.064
Ingold K                                     	              1	     0.064
Inoue H                                      	              1	     0.064
Iribarren JL                                 	              1	     0.064
Iyengar S                                    	              1	     0.064
Jackson JE                                   	              1	     0.064
Jacobson D                                   	              1	     0.064
Janky B                                      	              1	     0.064
Jannace D                                    	              1	     0.064
Jannotta JE                                  	              1	     0.064
Jansen VAA                                   	              1	     0.064
Jariego IM                                   	              1	     0.064
Jedlicka D                                   	              1	     0.064
Jenkins WD                                   	              1	     0.064
Jenkinson R                                  	              1	     0.064
Jeon S                                       	              1	     0.064
Jeroense T                                   	              1	     0.064
Jiang HY                                     	              1	     0.064
Johnsen E                                    	              1	     0.064
Johnson C                                    	              1	     0.064
Johnson JD                                   	              1	     0.064
Johnson M                                    	              1	     0.064
Johnson R                                    	              1	     0.064
Johnston M                                   	              1	     0.064
Jonas KJ                                     	              1	     0.064
Jorgensen TD                                 	              1	     0.064
Jorion P                                     	              1	     0.064
Jose B                                       	              1	     0.064
Jourda MT                                    	              1	     0.064
Jun T                                        	              1	     0.064
Juozaitiene R                                	              1	     0.064
Jurafsky D                                   	              1	     0.064
Jörgens H                                    	              1	     0.064
Kagawa S                                     	              1	     0.064
Kakinaka M                                   	              1	     0.064
Kalberg K                                    	              1	     0.064
Kalnysh V                                    	              1	     0.064
Kalnysh Y                                    	              1	     0.064
Kamalabad MS                                 	              1	     0.064
Kaminski B                                   	              1	     0.064
Kamis C                                      	              1	     0.064
Kammerer M                                   	              1	     0.064
Kamnde K                                     	              1	     0.064
Kanagavel R                                  	              1	     0.064
Kane GC                                      	              1	     0.064
Karimova D                                   	              1	     0.064
Karlberg M                                   	              1	     0.064
Kashima Y                                    	              1	     0.064
Katona Z                                     	              1	     0.064
Kaufman J                                    	              1	     0.064
Kaur A                                       	              1	     0.064
Kazmina Y                                    	              1	     0.064
Kee F                                        	              1	     0.064
Keeton S                                     	              1	     0.064
Kef S                                        	              1	     0.064
Keller KR                                    	              1	     0.064
Kerr M                                       	              1	     0.064
Keuchenius A                                 	              1	     0.064
Kevork S                                     	              1	     0.064
Kholodova D                                  	              1	     0.064
Khuu T                                       	              1	     0.064
Kidwell-lopez V                              	              1	     0.064
Kilduff M                                    	              1	     0.064
Kim B                                        	              1	     0.064
Kim BJ                                       	              1	     0.064
Kim J                                        	              1	     0.064
Kim KD                                       	              1	     0.064
Kim L                                        	              1	     0.064
Kim T                                        	              1	     0.064
Kim YH                                       	              1	     0.064
King AC                                      	              1	     0.064
King M                                       	              1	     0.064
Kirkland JH                                  	              1	     0.064
Kiyingi H                                    	              1	     0.064
Klein T                                      	              1	     0.064
Kleinnijenhuis J                             	              1	     0.064
Kleit RG                                     	              1	     0.064
Klemm E                                      	              1	     0.064
Kmetty Z                                     	              1	     0.064
Knowlton A                                   	              1	     0.064
Kolaczyk ED                                  	              1	     0.064
Kondo Y                                      	              1	     0.064
Konno N                                      	              1	     0.064
Kopp J                                       	              1	     0.064
Koren G                                      	              1	     0.064
Kornienko O                                  	              1	     0.064
Korzilius HPLM                               	              1	     0.064
Kosaka K                                     	              1	     0.064
Kossinets G                                  	              1	     0.064
Koster JM                                    	              1	     0.064
Koster M                                     	              1	     0.064
Kotowitz Y                                   	              1	     0.064
Kotsonis RC                                  	              1	     0.064
Koujaku S                                    	              1	     0.064
Kovanen L                                    	              1	     0.064
Kowal MS                                     	              1	     0.064
Kowald M                                     	              1	     0.064
Krajewski AT                                 	              1	     0.064
Krampe E                                     	              1	     0.064
Krassa MA                                    	              1	     0.064
Krichene H                                   	              1	     0.064
Krieter J                                    	              1	     0.064
Krivitsky PN                                 	              1	     0.064
Krivitsky PNN                                	              1	     0.064
Kros M                                       	              1	     0.064
Krosnick JA                                  	              1	     0.064
Krug G                                       	              1	     0.064
Kucheriya A                                  	              1	     0.064
Kudo M                                       	              1	     0.064
Kumar KS                                     	              1	     0.064
Kuo HJ                                       	              1	     0.064
Kuo HL                                       	              1	     0.064
Kuo JC                                       	              1	     0.064
Kuppens P                                    	              1	     0.064
Kuppens T                                    	              1	     0.064
Kuwabara K                                   	              1	     0.064
Kyeremeh E                                   	              1	     0.064
Kyndt E                                      	              1	     0.064
Kivelä M                                     	              1	     0.064
La Fleur CG                                  	              1	     0.064
La Roi C                                     	              1	     0.064
Labatut V                                    	              1	     0.064
Lai SM                                       	              1	     0.064
Laier B                                      	              1	     0.064
Lampe C                                      	              1	     0.064
Lancki N                                     	              1	     0.064
Landa J                                      	              1	     0.064
Langeheine R                                 	              1	     0.064
Lara R                                       	              1	     0.064
Larsen A                                     	              1	     0.064
Larsen AG                                    	              1	     0.064
Larsen EN                                    	              1	     0.064
Laskey KB                                    	              1	     0.064
Latapy M                                     	              1	     0.064
Latkin C                                     	              1	     0.064
Latkin CA                                    	              1	     0.064
Lau L                                        	              1	     0.064
Laumann EO                                   	              1	     0.064
Lavenu D                                     	              1	     0.064
Lawlor JA                                    	              1	     0.064
Lazer D                                      	              1	     0.064
Leblebici H                                  	              1	     0.064
Leckie G                                     	              1	     0.064
Lee BA                                       	              1	     0.064
Lee C                                        	              1	     0.064
Lee E                                        	              1	     0.064
Lee HW                                       	              1	     0.064
Lee RPL                                      	              1	     0.064
Lee TR                                       	              1	     0.064
Lee W                                        	              1	     0.064
Leenders R                                   	              1	     0.064
Lehmann TC                                   	              1	     0.064
Leidner B                                    	              1	     0.064
Leifeld P                                    	              1	     0.064
Leifer EM                                    	              1	     0.064
Leinhardt S                                  	              1	     0.064
Lenk PJ                                      	              1	     0.064
Lenkewitz S                                  	              1	     0.064
Leskovec J                                   	              1	     0.064
Letina S                                     	              1	     0.064
Leung PS                                     	              1	     0.064
Leung SY                                     	              1	     0.064
Levene M                                     	              1	     0.064
Levin DZ                                     	              1	     0.064
Levinson M                                   	              1	     0.064
Levy M                                       	              1	     0.064
Leydesdorff L                                	              1	     0.064
Li D                                         	              1	     0.064
Li HM                                        	              1	     0.064
Li HY                                        	              1	     0.064
Li J                                         	              1	     0.064
Li RQ                                        	              1	     0.064
Li T                                         	              1	     0.064
Li XG                                        	              1	     0.064
Li YK                                        	              1	     0.064
Li YX                                        	              1	     0.064
Liang J                                      	              1	     0.064
Licoppe C                                    	              1	     0.064
Liedka RV                                    	              1	     0.064
Lienert J                                    	              1	     0.064
Lievens J                                    	              1	     0.064
Lieverdink H                                 	              1	     0.064
Lievrouw LA                                  	              1	     0.064
Light R                                      	              1	     0.064
Liljeros F                                   	              1	     0.064
Lim AEB                                      	              1	     0.064
Lim C                                        	              1	     0.064
Lim EP                                       	              1	     0.064
Lim S                                        	              1	     0.064
Lim Y                                        	              1	     0.064
Lima R                                       	              1	     0.064
Lindgren KO                                  	              1	     0.064
Ling L                                       	              1	     0.064
Linkletter C                                 	              1	     0.064
Liu CW                                       	              1	     0.064
Liu DH                                       	              1	     0.064
Liu JF                                       	              1	     0.064
Liu P                                        	              1	     0.064
Liu SY                                       	              1	     0.064
Liu WC                                       	              1	     0.064
Liu X                                        	              1	     0.064
Loch CH                                      	              1	     0.064
Loh YC                                       	              1	     0.064
Loizou G                                     	              1	     0.064
Lombardi M                                   	              1	     0.064
Long D                                       	              1	     0.064
Long EMY                                     	              1	     0.064
Long JCC                                     	              1	     0.064
Lopaciuk-gonczaryk B                         	              1	     0.064
Lopolito A                                   	              1	     0.064
Lorant V                                     	              1	     0.064
Lorincz L                                    	              1	     0.064
Losada JC                                    	              1	     0.064
Louch H                                      	              1	     0.064
Loughead TM                                  	              1	     0.064
Lovasi GS                                    	              1	     0.064
Lovejoy WS                                   	              1	     0.064
Lowe CU                                      	              1	     0.064
Lowery-north DW                              	              1	     0.064
Lozares C                                    	              1	     0.064
Lu Y                                         	              1	     0.064
Lubin B                                      	              1	     0.064
Luken VD                                     	              1	     0.064
Lundquist S                                  	              1	     0.064
Luo JD                                       	              1	     0.064
Luo T                                        	              1	     0.064
Luo XI                                       	              1	     0.064
Lux T                                        	              1	     0.064
Leirós-rodríguez R                           	              1	     0.064
Lukács JA                                    	              1	     0.064
Lämmermann K                                 	              1	     0.064
López MGR                                    	              1	     0.064
Löbel LM                                     	              1	     0.064
Ma J                                         	              1	     0.064
Ma KL                                        	              1	     0.064
Ma LJ                                        	              1	     0.064
Maarse H                                     	              1	     0.064
Mac Carron P                                 	              1	     0.064
Mach BW                                      	              1	     0.064
Mader M                                      	              1	     0.064
Madhavan S                                   	              1	     0.064
Magnien C                                    	              1	     0.064
Mahoney JT                                   	              1	     0.064
Maire F                                      	              1	     0.064
Makai M                                      	              1	     0.064
Malinick TE                                  	              1	     0.064
Manchella MK                                 	              1	     0.064
Mandel M                                     	              1	     0.064
Mandell W                                    	              1	     0.064
Manfreda KL                                  	              1	     0.064
Mann CF                                      	              1	     0.064
Mann E                                       	              1	     0.064
Mannak RS                                    	              1	     0.064
Manuel C                                     	              1	     0.064
Marbach J                                    	              1	     0.064
Marchant T                                   	              1	     0.064
Marengoni A                                  	              1	     0.064
Mariolis P                                   	              1	     0.064
Markus A                                     	              1	     0.064
Maroulis S                                   	              1	     0.064
Marquis C                                    	              1	     0.064
Marra AS                                     	              1	     0.064
Marrow C                                     	              1	     0.064
Martin CL                                    	              1	     0.064
Marx M                                       	              1	     0.064
Maryanski AR                                 	              1	     0.064
Mason MJ                                     	              1	     0.064
Masso A                                      	              1	     0.064
Masuch M                                     	              1	     0.064
Masuda N                                     	              1	     0.064
Mathews M                                    	              1	     0.064
Mathur S                                     	              1	     0.064
Mattar L                                     	              1	     0.064
Matthews LJ                                  	              1	     0.064
Matula DW                                    	              1	     0.064
Mayerhoffer DM                               	              1	     0.064
Mazzarello M                                 	              1	     0.064
Mazzucato V                                  	              1	     0.064
Mcalindon K                                  	              1	     0.064
Mcallister I                                 	              1	     0.064
Mcbride M                                    	              1	     0.064
Mcbryde E                                    	              1	     0.064
Mccann HG                                    	              1	     0.064
Mccann M                                     	              1	     0.064
Mcclurg SD                                   	              1	     0.064
Mccord E                                     	              1	     0.064
Mccrorie P                                   	              1	     0.064
